"Global_active_power","Global_reactive_power","Voltage","Global_intensity","Sub_metering_1","Sub_metering_2","Sub_metering_3"
2.22459,0.058,239.27,7.0,0.0,0.0,1.0
1.34845,0.062,238.88,5.2,0.0,0.0,0.0
1.63347,0.064,239.48,5.2,0.0,0.0,1.0
1.81852,0.064,239.07,5.2,0.0,0.0,1.0
1.3724,0.064,239.7,5.2,0.0,0.0,0.0
4.94758,0.082,240.15,12.4,0.0,36.0,1.0
1.8827,0.098,239.63,12.6,0.0,37.0,1.0
1.94035,0.074,238.28,12.4,0.0,36.0,0.0
1.97055,0.0,240.19,8.0,0.0,20.0,1.0
2.0183,0.052,238.75,11.0,0.0,30.0,1.0
5.14767,0.0,238.07,12.2,0.0,36.0,0.0
4.00111,0.052,238.88,11.4,0.0,34.0,1.0
1.83,0.0,240.46,7.6,0.0,16.0,1.0
4.00904,0.052,240.46,12.6,0.0,37.0,0.0
2.982,0.072,240.81,12.4,0.0,37.0,1.0
2.29015,0.068,241.77,7.4,0.0,17.0,1.0
2.34365,0.074,240.9,12.2,0.0,34.0,0.0
4.84577,0.058,240.7,11.0,0.0,30.0,1.0
2.4221,0.1,241.79,8.8,0.0,20.0,0.0
2.48155,0.172,240.34,12.8,0.0,39.0,1.0
3.49318,0.2,240.64,9.6,0.0,24.0,1.0
2.694,0.18,240.99,11.4,0.0,29.0,0.0
2.61775,0.304,239.4,13.8,0.0,38.0,1.0
3.15964,0.318,240.52,8.6,0.0,19.0,1.0
3.096,0.32,239.37,13.0,0.0,34.0,0.0
5.00426,0.31,240.06,10.8,0.0,27.0,1.0
2.7769,0.326,239.83,11.2,0.0,26.0,1.0
2.8238,0.3,239.36,12.8,0.0,35.0,0.0
2.08,0.328,239.19,8.8,0.0,18.0,1.0
2.89875,0.28,237.63,13.8,0.0,37.0,1.0
4.68519,0.22,238.6,9.0,0.0,19.0,0.0
3.186,0.192,238.59,13.4,0.0,33.0,1.0
2.444,0.22,238.67,10.4,0.0,24.0,1.0
4.41266,0.192,237.69,12.2,0.0,29.0,0.0
2.994,0.148,238.12,12.0,0.0,30.0,1.0
2.9738,0.07,238.47,10.2,0.0,22.0,0.0
2.97655,0.1,238.17,12.2,0.0,33.0,1.0
5.25563,0.11,240.19,9.4,0.0,20.0,1.0
3.142,0.088,239.11,13.2,0.0,36.0,0.0
2.93745,0.092,241.72,8.6,0.0,18.0,1.0
4.14728,0.092,239.75,13.2,0.0,37.0,1.0
2.9119,0.098,240.6,7.6,0.0,18.0,0.0
2.76,0.136,239.97,11.6,0.0,35.0,1.0
2.06998,0.13,239.82,7.0,0.0,18.0,1.0
2.58,0.14,240.45,11.0,0.0,33.0,0.0
1.748,0.132,240.68,7.2,0.0,17.0,1.0
2.576,0.138,239.99,11.0,0.0,34.0,1.0
1.846,0.136,240.19,7.8,0.0,19.0,0.0
2.8068,0.256,238.21,10.8,0.0,32.0,1.0
2.72809,0.258,238.64,8.8,0.0,20.0,0.0
2.67639,0.268,238.49,10.0,0.0,28.0,1.0
2.76655,0.256,238.8,9.8,0.0,25.0,1.0
3.65493,0.278,239.77,9.2,0.0,25.0,0.0
2.75865,0.252,238.13,10.4,0.0,28.0,1.0
1.784,0.27,238.0,7.6,0.0,19.0,1.0
2.39,0.25,237.64,10.4,0.0,28.0,0.0
4.21219,0.26,237.79,8.0,0.0,18.0,1.0
5.22317,0.254,238.53,10.2,0.0,28.0,1.0
3.58839,0.206,238.76,7.2,0.0,16.0,0.0
2.6788,0.118,237.06,10.0,0.0,30.0,1.0
1.456,0.13,237.81,6.4,0.0,15.0,0.0
2.41,0.112,235.97,10.4,0.0,29.0,1.0
4.06775,0.13,236.99,6.6,0.0,17.0,1.0
3.732,0.118,237.39,10.0,0.0,27.0,0.0
3.0165,0.23,238.9,7.6,0.0,18.0,1.0
2.5745,0.228,238.99,10.2,0.0,27.0,1.0
1.808,0.24,239.04,7.8,0.0,19.0,0.0
3.25661,0.234,240.43,9.8,0.0,25.0,1.0
2.81497,0.248,240.55,8.2,0.0,20.0,1.0
2.49975,0.228,239.48,9.2,0.0,23.0,0.0
4.67539,0.252,241.19,8.4,0.0,21.0,1.0
2.4666,0.238,240.86,9.2,0.0,24.0,1.0
2.044,0.334,240.06,8.8,0.0,20.0,0.0
2.132,0.358,239.11,9.6,0.0,24.0,1.0
2.04778,0.37,239.24,8.8,0.0,20.0,1.0
2.4071,0.358,238.45,8.4,0.0,19.0,0.0
1.896,0.292,238.2,8.6,0.0,21.0,1.0
0.958,0.27,239.4,4.2,0.0,4.0,0.0
2.2973,0.272,238.23,4.2,0.0,6.0,1.0
1.2975,0.264,237.94,4.0,0.0,4.0,1.0
2.2139,0.268,237.7,4.2,0.0,5.0,0.0
2.19195,0.266,238.04,4.0,0.0,4.0,1.0
1.8344,0.24,239.7,4.0,0.0,5.0,1.0
1.44313,0.148,240.0,3.6,0.0,4.0,0.0
0.824,0.136,239.61,3.4,0.0,5.0,1.0
2.14526,0.096,240.46,2.8,0.0,1.0,1.0
2.0096,0.126,239.97,3.4,0.0,1.0,1.0
1.9941,0.268,239.28,5.2,0.0,1.0,10.0
1.264,0.278,239.91,5.4,0.0,2.0,11.0
2.20537,0.264,238.9,5.4,0.0,1.0,10.0
0.99995,0.224,238.88,5.0,0.0,2.0,9.0
2.53184,0.088,238.04,2.6,0.0,1.0,1.0
5.19989,0.242,237.97,3.2,0.0,1.0,1.0
1.80765,0.268,238.9,5.0,0.0,1.0,0.0
1.8324,0.4,237.01,12.4,0.0,2.0,1.0
2.68634,0.382,237.36,13.0,0.0,1.0,1.0
2.55952,0.412,237.35,13.2,0.0,2.0,0.0
2.44077,0.416,236.67,13.0,0.0,1.0,1.0
3.022,0.41,237.31,13.0,0.0,1.0,0.0
1.9242,0.27,238.11,8.8,0.0,1.0,1.0
1.92705,0.214,238.55,6.6,0.0,2.0,1.0
1.9335,0.378,237.89,11.6,0.0,1.0,0.0
1.969,0.376,237.18,12.6,0.0,1.0,1.0
2.79356,0.326,238.43,11.0,0.0,2.0,1.0
1.73398,0.336,239.27,9.8,0.0,1.0,0.0
1.98325,0.292,238.6,9.6,0.0,1.0,1.0
2.13796,0.244,238.65,7.2,0.0,2.0,1.0
1.96975,0.186,237.99,7.4,0.0,1.0,0.0
2.59516,0.18,238.07,6.4,0.0,1.0,1.0
2.91513,0.178,238.69,7.6,0.0,2.0,1.0
1.9501,0.17,238.63,7.4,0.0,1.0,0.0
1.94155,0.196,239.62,7.2,0.0,1.0,1.0
1.92545,0.182,238.5,5.8,0.0,1.0,0.0
1.184,0.152,238.44,5.0,0.0,2.0,1.0
1.206,0.132,239.72,5.0,0.0,1.0,1.0
3.73355,0.138,239.85,5.0,0.0,1.0,0.0
1.10714,0.134,239.44,5.0,0.0,2.0,1.0
1.216,0.14,239.36,5.0,0.0,1.0,1.0
2.28104,0.132,238.55,5.0,0.0,1.0,0.0
1.212,0.138,238.88,5.0,0.0,2.0,1.0
1.86397,0.102,239.46,5.0,0.0,1.0,1.0
0.64794,0.172,240.16,5.2,0.0,1.0,0.0
1.93,0.322,239.23,9.0,0.0,1.0,1.0
2.944,0.454,238.01,12.6,0.0,2.0,1.0
3.16729,0.446,238.83,12.4,0.0,1.0,0.0
2.06305,0.438,239.11,12.2,0.0,1.0,1.0
3.04365,0.422,239.3,12.0,0.0,2.0,1.0
2.13115,0.27,239.88,8.4,0.0,1.0,0.0
1.418,0.21,239.64,6.0,0.0,1.0,1.0
1.72213,0.216,239.79,6.0,0.0,2.0,0.0
3.02944,0.268,240.01,5.8,0.0,1.0,1.0
0.9741,0.21,238.73,6.8,0.0,1.0,1.0
2.72429,0.088,240.45,3.2,0.0,1.0,0.0
3.8575,0.096,241.64,3.4,0.0,2.0,1.0
0.30464,0.092,241.92,3.2,0.0,1.0,1.0
2.01167,0.096,241.74,3.4,0.0,1.0,0.0
1.47358,0.096,241.76,3.4,0.0,2.0,1.0
1.9379,0.086,239.97,3.2,0.0,1.0,1.0
0.804,0.088,239.34,3.4,0.0,1.0,0.0
0.78,0.08,237.78,3.2,0.0,1.0,1.0
0.802,0.088,238.88,3.4,0.0,2.0,1.0
3.54309,0.084,239.07,3.2,0.0,1.0,0.0
0.802,0.088,238.83,3.4,0.0,1.0,1.0
1.6882,0.084,239.38,3.2,0.0,2.0,1.0
0.94,0.14,238.13,4.0,0.0,3.0,0.0
1.34725,0.242,237.92,4.6,0.0,5.0,1.0
1.48188,0.284,238.61,4.6,0.0,4.0,1.0
0.08908,0.258,237.3,4.6,0.0,5.0,0.0
1.068,0.274,236.96,4.6,0.0,4.0,1.0
1.5651,0.256,236.69,4.6,0.0,4.0,0.0
1.54665,0.266,235.84,4.6,0.0,5.0,1.0
2.13885,0.252,236.08,4.4,0.0,4.0,1.0
3.29744,0.208,235.59,5.8,0.0,2.0,0.0
1.398,0.226,235.97,6.0,0.0,2.0,1.0
1.5407,0.298,236.34,6.2,0.0,1.0,1.0
1.54845,0.29,235.75,6.6,0.0,1.0,0.0
1.56615,0.284,236.11,8.2,0.0,2.0,1.0
0.99493,0.272,235.48,8.2,0.0,1.0,0.0
1.6003,0.278,235.6,7.8,0.0,1.0,1.0
1.704,0.28,236.13,7.2,0.0,1.0,1.0
1.68815,0.278,235.61,6.8,0.0,2.0,0.0
1.628,0.284,236.23,7.0,0.0,1.0,1.0
1.6225,0.18,235.51,6.4,0.0,0.0,1.0
1.534,0.176,234.33,6.6,0.0,0.0,0.0
1.55275,0.174,234.79,6.4,0.0,0.0,1.0
1.9731,0.06,235.46,6.2,0.0,1.0,0.0
1.82146,0.048,235.02,6.0,0.0,0.0,1.0
1.46945,0.0,235.12,5.8,0.0,0.0,1.0
1.352,0.048,234.45,5.6,0.0,0.0,0.0
3.59963,0.0,235.46,5.8,0.0,0.0,1.0
1.4678,0.048,234.58,5.6,0.0,0.0,1.0
3.25511,0.0,234.48,5.8,0.0,1.0,0.0
1.354,0.048,234.68,5.6,0.0,0.0,1.0
1.63693,0.0,235.31,5.8,0.0,0.0,0.0
2.41403,0.046,236.69,5.6,0.0,0.0,1.0
4.47146,0.0,236.54,5.8,0.0,0.0,1.0
1.53605,0.046,235.42,5.6,0.0,0.0,0.0
2.36105,0.0,235.29,5.8,0.0,0.0,1.0
1.34553,0.08,236.22,6.2,0.0,0.0,1.0
1.752,0.078,235.49,7.4,0.0,1.0,0.0
1.19219,0.078,236.21,6.4,0.0,0.0,1.0
2.2789,0.082,235.82,6.2,0.0,0.0,0.0
1.662,0.078,235.92,6.2,0.0,0.0,1.0
1.66125,0.086,236.81,6.2,0.0,0.0,1.0
3.8543,0.078,235.85,6.0,0.0,0.0,0.0
0.736,0.07,242.33,3.0,0.0,0.0,0.0
1.86493,0.07,241.76,3.0,0.0,0.0,1.0
0.804,0.0,241.25,3.4,0.0,0.0,1.0
2.71128,0.062,241.09,3.4,0.0,0.0,0.0
0.862,0.084,241.32,3.6,0.0,0.0,1.0
0.904,0.166,241.13,3.8,0.0,0.0,1.0
1.34599,0.168,241.44,3.8,0.0,0.0,0.0
0.9898,0.164,240.8,3.8,0.0,0.0,1.0
1.01062,0.164,240.47,3.8,0.0,0.0,0.0
0.888,0.164,240.61,3.6,0.0,0.0,1.0
1.0084,0.166,241.13,3.6,0.0,0.0,1.0
0.91698,0.162,240.54,3.6,0.0,0.0,0.0
0.78,0.0,240.62,3.2,0.0,0.0,1.0
0.68,0.072,240.72,2.8,0.0,0.0,1.0
0.672,0.076,240.74,2.8,0.0,0.0,0.0
3.31482,0.076,240.7,2.8,0.0,0.0,1.0
1.41544,0.076,240.39,2.8,0.0,0.0,1.0
1.03075,0.074,239.94,2.8,0.0,0.0,0.0
0.598,0.0,240.83,2.4,0.0,0.0,1.0
1.72392,0.0,241.06,2.4,0.0,0.0,1.0
0.588,0.0,241.1,2.4,0.0,0.0,0.0
2.19866,0.0,240.72,2.2,0.0,0.0,1.0
0.252,0.0,241.02,1.0,0.0,0.0,1.0
0.238,0.0,240.14,1.0,0.0,0.0,0.0
0.9753,0.09,240.19,1.4,0.0,0.0,1.0
2.61928,0.116,239.97,1.4,0.0,0.0,1.0
0.95105,0.116,239.87,1.4,0.0,0.0,0.0
0.93875,0.116,240.09,1.4,0.0,0.0,1.0
0.92765,0.114,239.88,1.6,0.0,0.0,0.0
0.9156,0.116,239.69,1.4,0.0,0.0,1.0
-0.06492,0.112,239.19,1.8,0.0,0.0,1.0
1.16866,0.112,239.3,1.8,0.0,0.0,0.0
2.91872,0.112,239.26,1.8,0.0,0.0,1.0
2.6121,0.116,239.65,1.4,0.0,0.0,1.0
0.87215,0.114,239.47,1.4,0.0,0.0,0.0
0.86195,0.114,239.37,1.4,0.0,0.0,1.0
0.74929,0.0,239.35,1.2,0.0,0.0,1.0
0.8431,0.138,239.22,2.0,0.0,0.0,0.0
0.8367,0.178,238.99,2.0,0.0,0.0,1.0
2.57256,0.172,238.89,2.0,0.0,0.0,1.0
1.42181,0.162,239.01,2.0,0.0,0.0,0.0
1.7842,0.16,239.03,2.0,0.0,0.0,1.0
0.26341,0.162,238.7,2.0,0.0,0.0,0.0
-0.36726,0.17,238.4,2.0,0.0,0.0,1.0
1.65358,0.31,237.63,4.2,0.0,0.0,9.0
0.80145,0.314,237.25,4.4,0.0,0.0,10.0
1.22826,0.316,237.36,4.6,0.0,0.0,11.0
1.92952,0.32,237.56,4.6,0.0,0.0,11.0
0.8035,0.272,238.3,3.0,0.0,0.0,4.0
0.554,0.298,240.06,2.6,0.0,0.0,0.0
0.548,0.298,239.95,2.6,0.0,0.0,1.0
0.594,0.34,239.93,2.8,0.0,0.0,1.0
0.7775,0.396,239.72,3.2,0.0,0.0,0.0
0.79,0.396,239.9,3.6,0.0,0.0,1.0
3.08356,0.396,240.02,3.6,0.0,0.0,1.0
1.8954,0.394,239.72,3.6,0.0,0.0,0.0
0.856,0.388,238.84,4.0,0.0,0.0,1.0
0.8041,0.378,238.52,5.2,0.0,0.0,1.0
0.81195,0.256,238.86,3.8,0.0,0.0,0.0
0.912,0.26,239.22,3.8,0.0,0.0,1.0
0.1834,0.254,238.9,4.8,0.0,0.0,0.0
2.11842,0.254,238.12,3.8,0.0,0.0,1.0
0.896,0.246,236.65,3.8,0.0,0.0,1.0
3.78214,0.246,236.99,3.8,0.0,0.0,0.0
1.60119,0.244,237.43,3.8,0.0,0.0,1.0
0.834,0.15,237.37,3.4,0.0,0.0,1.0
0.9155,0.148,237.59,4.0,0.0,0.0,0.0
0.92925,0.0,237.75,3.8,0.0,0.0,1.0
1.83182,0.0,236.49,3.8,0.0,0.0,1.0
0.95855,0.0,234.53,4.2,0.0,0.0,0.0
1.39071,0.066,235.75,4.6,0.0,0.0,1.0
1.75608,0.092,236.6,4.6,0.0,0.0,0.0
2.17374,0.098,236.27,4.8,0.0,0.0,1.0
1.294,0.152,236.49,5.6,0.0,0.0,1.0
1.49697,0.118,236.82,6.2,0.0,0.0,0.0
3.06784,0.092,236.77,5.4,0.0,0.0,1.0
1.70268,0.094,237.23,4.6,0.0,0.0,1.0
1.1241,0.092,236.75,4.6,0.0,0.0,0.0
1.8482,0.102,236.38,4.8,0.0,0.0,1.0
1.62414,0.048,236.53,4.4,0.0,0.0,0.0
0.43603,0.0,237.91,4.2,0.0,0.0,1.0
1.01,0.0,236.87,4.2,0.0,0.0,1.0
1.01,0.0,236.83,4.2,0.0,0.0,0.0
1.018,0.0,237.83,4.2,0.0,0.0,1.0
2.14491,0.0,238.43,4.6,0.0,0.0,1.0
1.41451,0.0,238.21,6.2,0.0,0.0,0.0
1.5,0.0,237.55,6.2,0.0,0.0,1.0
3.7808,0.0,237.01,7.6,0.0,0.0,1.0
2.18439,0.0,236.5,7.8,0.0,0.0,0.0
1.65262,0.0,236.05,8.2,0.0,0.0,1.0
1.35885,0.0,236.38,8.2,0.0,0.0,0.0
1.3828,0.0,237.16,6.6,0.0,0.0,1.0
2.26168,0.15,237.36,6.0,0.0,0.0,1.0
2.16242,0.192,237.6,5.6,0.0,0.0,0.0
1.42725,0.19,237.06,5.4,0.0,0.0,1.0
1.97874,0.188,236.63,5.4,0.0,0.0,1.0
3.88854,0.296,237.25,6.0,0.0,0.0,0.0
1.528,0.386,237.94,6.6,0.0,0.0,1.0
1.27289,0.376,237.34,6.6,0.0,0.0,0.0
1.65,0.366,237.0,7.0,0.0,0.0,1.0
1.5103,0.358,236.35,7.4,0.0,0.0,1.0
1.52495,0.288,236.16,6.4,0.0,0.0,0.0
1.406,0.226,236.65,6.0,0.0,0.0,1.0
1.95785,0.224,236.84,6.0,0.0,0.0,1.0
1.404,0.222,236.79,6.0,0.0,0.0,0.0
1.412,0.214,236.15,6.0,0.0,0.0,1.0
1.53,0.17,235.95,6.4,0.0,0.0,0.0
1.60865,0.154,236.33,6.4,0.0,0.0,1.0
1.6232,0.072,237.79,6.2,0.0,0.0,1.0
1.6356,0.072,238.74,6.2,0.0,0.0,0.0
1.46,0.084,238.68,6.0,0.0,0.0,1.0
1.6508,0.112,237.67,5.6,0.0,0.0,1.0
2.99892,0.108,236.21,5.6,0.0,0.0,0.0
2.11689,0.148,236.58,5.8,0.0,0.0,1.0
3.9281,0.238,237.55,6.2,0.0,0.0,1.0
1.6627,0.24,237.7,6.2,0.0,0.0,0.0
2.55223,0.242,237.29,6.0,0.0,0.0,1.0
1.482,0.286,237.63,6.4,0.0,0.0,0.0
2.40875,0.366,238.24,6.4,0.0,0.0,1.0
1.46419,0.36,237.53,7.2,0.0,2.0,1.0
1.50251,0.36,236.47,6.6,0.0,1.0,0.0
1.338,0.248,236.68,5.6,0.0,1.0,1.0
1.73245,0.21,237.32,5.4,0.0,2.0,1.0
1.73735,0.108,237.06,5.0,0.0,1.0,0.0
1.196,0.082,237.29,5.0,0.0,1.0,1.0
1.196,0.08,237.23,5.0,0.0,2.0,1.0
1.202,0.084,237.87,5.0,0.0,1.0,0.0
1.202,0.084,237.99,5.0,0.0,1.0,1.0
1.6928,0.078,236.51,5.0,0.0,2.0,0.0
1.32587,0.214,236.68,8.6,0.0,1.0,1.0
3.01837,0.344,236.32,12.0,0.0,1.0,1.0
2.726,0.298,236.15,11.6,0.0,2.0,0.0
1.77135,0.278,236.88,11.4,0.0,1.0,1.0
2.97186,0.182,237.63,9.0,0.0,1.0,1.0
1.33,0.126,239.48,5.6,0.0,2.0,2.0
1.80315,0.32,238.58,7.8,0.0,1.0,10.0
3.80703,0.382,237.95,8.0,0.0,2.0,10.0
1.914,0.37,236.75,8.2,0.0,1.0,11.0
1.902,0.374,237.74,8.0,0.0,1.0,12.0
2.9754,0.212,237.87,5.6,0.0,1.0,0.0
6.72342,0.212,237.57,5.6,0.0,2.0,1.0
1.8197,0.232,237.13,6.8,0.0,1.0,1.0
0.8117,0.308,237.61,7.0,0.0,1.0,0.0
1.642,0.306,237.28,7.0,0.0,2.0,1.0
1.8386,0.306,237.21,7.2,0.0,1.0,1.0
1.622,0.176,236.3,6.8,0.0,1.0,0.0
2.06853,0.172,236.07,6.6,0.0,1.0,1.0
1.8451,0.174,236.43,6.4,0.0,1.0,0.0
1.8467,0.176,236.84,6.4,0.0,2.0,1.0
1.662,0.18,238.51,7.0,0.0,1.0,1.0
2.62768,0.182,239.04,7.0,0.0,1.0,0.0
4.31122,0.178,238.25,6.8,0.0,1.0,1.0
2.46606,0.18,238.04,6.4,0.0,1.0,1.0
1.8721,0.18,238.46,6.4,0.0,2.0,0.0
1.8751,0.206,238.16,6.6,0.0,1.0,1.0
2.99546,0.298,238.05,8.8,0.0,1.0,0.0
2.09,0.32,238.41,9.4,0.0,1.0,3.0
3.722,0.334,236.77,16.0,0.0,1.0,18.0
3.07977,0.338,235.59,15.0,1.0,1.0,19.0
2.784,0.314,237.15,11.8,2.0,2.0,18.0
2.06515,0.31,237.6,10.6,1.0,1.0,18.0
2.09485,0.31,237.62,10.6,1.0,1.0,18.0
2.514,0.308,237.37,10.6,1.0,1.0,18.0
2.15735,0.3,235.66,10.6,1.0,1.0,18.0
4.04734,0.3,235.93,10.6,1.0,1.0,18.0
2.484,0.3,235.77,10.6,1.0,2.0,17.0
2.2541,0.304,236.61,10.6,2.0,1.0,18.0
2.504,0.306,237.06,10.6,1.0,1.0,18.0
4.32663,0.31,237.46,10.6,1.0,1.0,18.0
3.19337,0.314,237.35,10.6,1.0,1.0,18.0
2.3291,0.264,237.19,10.4,1.0,1.0,18.0
3.73911,0.178,236.3,10.0,1.0,1.0,17.0
2.31385,0.178,236.5,10.0,2.0,2.0,18.0
2.3237,0.18,237.01,10.2,1.0,1.0,18.0
2.3509,0.182,237.64,10.2,1.0,1.0,18.0
3.36932,0.222,238.02,10.0,1.0,1.0,18.0
2.4,0.194,237.96,10.0,1.0,1.0,18.0
2.38875,0.092,238.11,9.8,1.0,1.0,18.0
3.19795,0.064,235.22,18.2,31.0,1.0,18.0
3.2766,0.062,235.0,19.0,37.0,2.0,17.0
0.6886,0.104,240.05,1.4,0.0,1.0,1.0
1.58004,0.1,240.43,1.2,0.0,1.0,0.0
0.6602,0.106,241.32,1.4,0.0,2.0,1.0
2.74258,0.104,241.86,1.2,0.0,1.0,1.0
1.40183,0.106,241.23,1.4,0.0,1.0,0.0
2.40872,0.102,241.19,1.2,0.0,2.0,1.0
2.89767,0.106,240.93,1.4,0.0,1.0,1.0
0.292,0.1,240.78,1.2,0.0,1.0,0.0
0.354,0.144,240.7,1.6,0.0,2.0,1.0
0.402,0.234,240.88,1.8,0.0,1.0,1.0
0.43,0.242,241.23,2.0,0.0,1.0,0.0
0.62355,0.238,241.36,1.8,0.0,1.0,1.0
2.31593,0.242,241.29,2.0,0.0,2.0,1.0
0.51741,0.238,241.38,1.8,0.0,1.0,0.0
0.84638,0.244,241.63,2.0,0.0,1.0,1.0
0.68325,0.236,241.0,1.8,0.0,1.0,0.0
1.8716,0.244,241.57,2.0,0.0,2.0,1.0
0.6333,0.24,241.75,1.8,0.0,1.0,1.0
0.406,0.242,241.25,2.0,0.0,1.0,0.0
3.31771,0.24,241.6,1.8,0.0,1.0,1.0
0.63315,0.124,243.28,1.4,0.0,2.0,1.0
0.24863,0.11,242.97,1.4,0.0,1.0,0.0
0.6284,0.11,243.42,1.2,0.0,1.0,1.0
0.318,0.116,243.68,1.4,0.0,2.0,1.0
0.3,0.112,244.06,1.2,0.0,1.0,0.0
2.07906,0.186,244.25,1.8,0.0,1.0,1.0
-0.74773,0.212,242.77,1.6,0.0,2.0,1.0
1.02438,0.218,242.75,1.8,0.0,1.0,0.0
0.374,0.212,242.52,1.6,0.0,1.0,1.0
0.6164,0.276,242.56,2.8,0.0,4.0,1.0
3.83907,0.276,242.36,2.6,0.0,4.0,0.0
2.42213,0.292,242.26,2.6,0.0,5.0,1.0
0.64925,0.328,240.0,6.2,0.0,4.0,12.0
3.0633,0.4,239.84,7.6,0.0,4.0,19.0
1.746,0.382,239.6,7.4,0.0,5.0,18.0
0.7572,0.444,240.3,8.0,0.0,4.0,20.0
2.47844,0.572,240.43,9.8,0.0,4.0,28.0
1.11636,0.526,240.18,9.2,0.0,3.0,29.0
0.8928,0.498,239.24,9.0,0.0,1.0,28.0
1.69111,0.448,239.05,8.4,0.0,1.0,26.0
0.98275,0.3,238.97,9.8,0.0,1.0,19.0
1.0215,0.23,239.31,8.0,0.0,2.0,18.0
1.41,0.102,240.34,5.8,0.0,0.0,18.0
1.576,0.172,240.11,7.0,0.0,0.0,18.0
1.85704,0.25,239.8,8.4,0.0,0.0,19.0
1.896,0.252,240.15,8.4,0.0,0.0,18.0
3.6074,0.248,239.7,8.4,0.0,0.0,18.0
1.98,0.218,239.11,8.8,0.0,1.0,18.0
2.15,0.234,238.69,9.4,0.0,0.0,19.0
3.81263,0.234,239.36,9.4,0.0,0.0,18.0
3.00703,0.24,239.72,9.4,0.0,0.0,18.0
2.98092,0.186,240.12,8.8,0.0,0.0,18.0
1.44945,0.098,239.94,7.4,0.0,0.0,19.0
1.4892,0.178,239.92,8.2,0.0,0.0,18.0
1.5312,0.264,239.5,8.8,0.0,1.0,18.0
1.57315,0.25,239.31,8.6,0.0,0.0,18.0
1.70134,0.188,240.45,8.6,0.0,0.0,19.0
1.996,0.114,240.86,8.2,0.0,0.0,18.0
1.998,0.114,240.01,8.2,0.0,0.0,18.0
2.12477,0.106,240.63,8.2,0.0,0.0,19.0
1.7767,0.11,240.7,8.2,0.0,1.0,18.0
1.82185,0.1,240.32,8.8,0.0,0.0,18.0
2.50888,0.098,240.76,8.8,0.0,0.0,19.0
1.902,0.102,240.65,7.8,0.0,0.0,18.0
1.94715,0.1,240.7,7.8,0.0,0.0,19.0
1.9848,0.096,240.01,7.8,0.0,0.0,18.0
3.63515,0.13,239.91,8.0,0.0,0.0,18.0
1.974,0.198,240.43,8.2,0.0,0.0,18.0
2.10285,0.196,239.46,8.2,0.0,0.0,19.0
1.948,0.192,238.83,8.2,0.0,0.0,18.0
1.978,0.234,237.64,8.4,0.0,0.0,18.0
2.20675,0.312,236.62,8.6,0.0,0.0,18.0
2.2232,0.312,236.65,8.6,0.0,0.0,17.0
3.3244,0.312,236.54,8.4,0.0,0.0,18.0
3.50438,0.312,236.48,8.4,0.0,0.0,18.0
4.14729,0.316,237.8,8.6,0.0,0.0,18.0
2.024,0.318,238.33,8.6,0.0,0.0,18.0
2.2284,0.32,239.01,8.6,0.0,0.0,18.0
2.2257,0.316,238.51,8.6,0.0,0.0,18.0
2.2265,0.312,237.18,8.4,0.0,0.0,18.0
2.2224,0.308,236.48,8.8,0.0,0.0,18.0
2.2264,0.312,237.21,8.4,0.0,0.0,18.0
2.2414,0.314,237.78,8.4,0.0,0.0,18.0
2.88833,0.226,238.37,8.2,0.0,0.0,18.0
1.868,0.086,238.41,7.8,0.0,0.0,18.0
1.86,0.084,237.85,7.8,0.0,0.0,18.0
4.09135,0.084,238.14,7.8,0.0,0.0,18.0
3.44339,0.084,237.65,7.8,0.0,0.0,18.0
1.846,0.082,237.04,7.8,0.0,0.0,17.0
2.71807,0.082,236.52,7.8,0.0,0.0,18.0
2.2232,0.082,236.81,7.8,0.0,0.0,18.0
1.858,0.106,237.72,7.8,0.0,0.0,18.0
2.2397,0.314,237.74,11.6,0.0,0.0,18.0
3.30342,0.48,236.82,14.2,0.0,0.0,18.0
2.30485,0.47,237.2,14.2,0.0,0.0,18.0
3.74177,0.46,237.25,14.0,0.0,0.0,17.0
3.0827,0.458,237.7,14.0,0.0,0.0,18.0
3.298,0.452,236.95,14.0,0.0,0.0,18.0
2.43435,0.506,236.73,14.2,0.0,0.0,18.0
3.406,0.58,236.81,14.6,0.0,0.0,18.0
1.92196,0.472,239.38,12.8,0.0,0.0,18.0
1.99,0.258,239.88,8.2,0.0,0.0,18.0
1.26323,0.254,238.89,8.2,0.0,0.0,18.0
1.948,0.226,237.94,8.2,0.0,0.0,18.0
1.932,0.212,237.54,8.2,0.0,0.0,18.0
2.48885,0.214,238.1,8.2,0.0,0.0,18.0
1.954,0.216,238.95,8.2,0.0,0.0,18.0
2.97949,0.216,239.23,8.2,0.0,0.0,19.0
0.83218,0.228,240.62,4.2,0.0,0.0,2.0
5.40809,0.23,240.63,3.8,0.0,0.0,1.0
0.956,0.286,239.23,4.2,0.0,0.0,0.0
2.38395,0.212,239.51,3.8,0.0,0.0,1.0
0.88,0.2,240.23,3.6,0.0,0.0,1.0
2.3278,0.2,240.6,3.8,0.0,0.0,0.0
2.29995,0.2,240.81,3.8,0.0,0.0,1.0
0.896,0.2,241.34,3.8,0.0,0.0,1.0
0.896,0.202,241.97,3.8,0.0,0.0,0.0
3.81001,0.204,242.25,3.8,0.0,0.0,1.0
2.18735,0.204,242.57,3.8,0.0,0.0,1.0
2.72562,0.206,243.38,3.8,0.0,0.0,0.0
